,allow_pets,built_year,condition,deposit,number_of_rooms,postal_code,rent,total_size,type
1011,ei sallittu,1997,hyvä,250,3 huonetta,01600,958 €/kk,"73,5 m²",kerrostalo
1012,ei sallittu,1993,hyvä,250,3 huonetta,03400,725 €/kk,"68,5 m²",kerrostalo
1013,ei tiedossa,1962,hyvä,820 ,3 huonetta,90100,820 €/kk,"84,5 m²",kerrostalo
1014,ei sallittu,2017,hyvä,"1 670,00 e",Kaksio,33210,835 €/kk,46 m²,kerrostalo
1015,ei sallittu,2015,hyvä,"1 240,00 e tai 1kk+hlö",Kaksio,28600,620 €/kk,"50,4 m²",luhtitalo
1016,ei sallittu,1959,hyvä,250 €,4 huonetta,00820,1 289 €/kk,"79,8 m²",kerrostalo
1017,ei sallittu,1972,hyvä,250 €,Kaksio,13600,770 €/kk,62 m²,kerrostalo
1018,ei sallittu,1973,ei luokiteltu,780 €,3 huonetta,96500,780 €/kk,83 m²,kerrostalo
1019,ei tiedossa,1964,hyvä,Kyllä,3 huonetta,65100,860 €/kk,73 m²,kerrostalo
1020,ei sallittu,1964,hyvä,495.00,Yksiö,65100,495 €/kk,28 m²,kerrostalo
1021,ei sallittu,1973,ei luokiteltu,380.00,Yksiö,32700,380 €/kk,29 m²,kerrostalo
1022,sallittu,1974,tyydyttävä,540,Kaksio,07910,540 €/kk,"59,5 m²",kerrostalo
1023,ei sallittu,2016,hyvä,2 kk vuokra,Yksiö,90500,570 €/kk,32 m²,kerrostalo
1024,ei sallittu,2016,hyvä,2 kk vuokra,Yksiö,90500,570 €/kk,32 m²,kerrostalo
1025,ei sallittu,1992,hyvä,1-3kk vuokra,Kaksio,04420,"759,33 €/kk",58 m²,kerrostalo
1026,ei sallittu,2013,hyvä,250 €,Kaksio,01520,877 €/kk,"46,5 m²",kerrostalo
1027,ei sallittu,1975,hyvä,250 €,Kaksio,00930,977 €/kk,"48,5 m²",kerrostalo
1028,ei sallittu,1972,hyvä,250 €,Kaksio,40340,690 €/kk,"48,5 m²",kerrostalo
1029,ei sallittu,2010,hyvä,250 €,Yksiö,01350,749 €/kk,34 m²,kerrostalo
1030,ei sallittu,1985,tyydyttävä,"1 480,00 e",Kaksio,33210,740 €/kk,"59,5 m²",kerrostalo
1031,ei sallittu,1960,hyvä,"1 540,00 e",Kaksio,33210,770 €/kk,"47,5 m²",kerrostalo
1032,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,800 €/kk,40 m²,kerrostalo
1033,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,708 €/kk,"34,5 m²",kerrostalo
1034,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,820 €/kk,40 m²,kerrostalo
1035,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,820 €/kk,40 m²,kerrostalo
1036,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,708 €/kk,"34,5 m²",kerrostalo
1037,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,647 €/kk,32 m²,kerrostalo
1038,sallittu,2001,hyvä,1kk/350€,Kaksio,02600,986 €/kk,"48,5 m²",kerrostalo
1039,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,663 €/kk,32 m²,kerrostalo
1040,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,663 €/kk,32 m²,kerrostalo
1041,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,893 €/kk,47 m²,kerrostalo
1042,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,663 €/kk,32 m²,kerrostalo
1043,ei sallittu,1987,tyydyttävä,2kk:n vuokraa vastaava summa,Kaksio,40340,520 €/kk,45 m²,kerrostalo
1044,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,647 €/kk,32 m²,kerrostalo
1045,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,882 €/kk,47 m²,kerrostalo
1046,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,962 €/kk,52 m²,kerrostalo
1047,ei tiedossa,1968,hyvä,980 ,Yksiö,33710,490 €/kk,"30,5 m²",kerrostalo
1048,ei tiedossa,1960,hyvä,670 ,3 huonetta,90250,670 €/kk,62 m²,kerrostalo
1049,ei sallittu,1967,tyydyttävä,980,Kaksio,21200,490 €/kk,36 m²,kerrostalo
1050,ei sallittu,1974,hyvä,798.00,Kaksio,28800,425 €/kk,50 m²,kerrostalo
1051,ei sallittu,1974,hyvä,850.00,Kaksio,28800,425 €/kk,"50,5 m²",kerrostalo
1052,ei sallittu,1949,hyvä,500,Yksiö,28500,415 €/kk,36 m²,kerrostalo
1053,ei sallittu,1994,hyvä,500,Kaksio,00980,969 €/kk,"44,5 m²",kerrostalo
1054,ei sallittu,1976,hyvä,2 kuukauden vuokra / 1380 euroa,Kaksio,33210,690 €/kk,45 m²,kerrostalo
1055,ei sallittu,1990,hyvä,940 €,Yksiö,21200,470 €/kk,31 m²,kerrostalo
1056,ei sallittu,1989,hyvä,850 €,3 huonetta,23600,850 €/kk,80 m²,rivitalo
1057,ei sallittu,2000,hyvä,250,3 huonetta,01400,967 €/kk,"76,5 m²",kerrostalo
1058,ei sallittu,2011,hyvä,1490,4 huonetta,00790,1 490 €/kk,86 m²,kerrostalo
1059,ei tiedossa,1990,hyvä,680,Kaksio,33710,"586,38 €/kk",58 m²,kerrostalo
1060,ei tiedossa,2016,ei luokiteltu,1150 ,Yksiö,33400,575 €/kk,29 m²,kerrostalo
1061,ei sallittu,2011,hyvä,250 €,Kaksio,00790,811 €/kk,44 m²,kerrostalo
1062,ei sallittu,2007,hyvä,250 €,Kaksio,53100,794 €/kk,48 m²,kerrostalo
1063,ei sallittu,2010,hyvä,250 €,3 huonetta,01350,1 046 €/kk,"62,5 m²",kerrostalo
1064,ei sallittu,1975,hyvä,250 €,3 huonetta,33720,845 €/kk,"75,5 m²",kerrostalo
1065,ei sallittu,1970,hyvä,250 €,Kaksio,01350,855 €/kk,56 m²,kerrostalo
1066,ei sallittu,1975,hyvä,250 €,Kaksio,33720,675 €/kk,48 m²,kerrostalo
1067,ei sallittu,2017,hyvä,"1 020,00 e",Yksiö,33870,510 €/kk,23 m²,kerrostalo
1068,ei sallittu,1959,hyvä,"1 020,00 e",3 huonetta,00350,1 250 €/kk,60 m²,kerrostalo
1069,ei sallittu,2013,ei luokiteltu,350.00,Kaksio,15870,663 €/kk,51 m²,kerrostalo
1070,ei sallittu,2017,ei luokiteltu,850.00,Kaksio,53100,850 €/kk,55 m²,kerrostalo
1071,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,875 €/kk,47 m²,kerrostalo
1072,ei sallittu,2017,ei luokiteltu,1 kk vuokra,Kaksio,20720,936 €/kk,52 m²,kerrostalo
1073,ei sallittu,2017,hyvä,1 kk vuokra,Yksiö,20720,631 €/kk,32 m²,kerrostalo
1074,ei sallittu,1952,hyvä,450 €,Yksiö,13100,450 €/kk,"28,6 m²",kerrostalo
1075,ei sallittu,2016,hyvä,"250,00",Kaksio,20810,805 €/kk,45 m²,kerrostalo
1076,ei sallittu,2017,hyvä,1 kk,Yksiö,20720,663 €/kk,32 m²,kerrostalo
1077,ei sallittu,2011,hyvä,1 kk,Kaksio,04220,770 €/kk,"49,5 m²",kerrostalo
1078,ei sallittu,2017,hyvä,1 kk vuokra,3 huonetta,20720,1 162 €/kk,"60,5 m²",kerrostalo
1079,ei sallittu,1971,hyvä,2 kk:n vuokra,Yksiö,04230,570 €/kk,34 m²,kerrostalo
1080,ei sallittu,2017,hyvä,1240,Yksiö,04400,620 €/kk,"28,5 m²",kerrostalo
1081,ei sallittu,1990,ei luokiteltu,615 €,Kaksio,03100,615 €/kk,46 m²,rivitalo
1082,ei sallittu,2017,hyvä,850,3 huonetta,80220,850 €/kk,"58,5 m²",kerrostalo
1083,ei sallittu,2017,hyvä,1 kk,Yksiö,04400,720 €/kk,30 m²,kerrostalo
1084,ei tiedossa,1986,hyvä,1320.00,Kaksio,04600,660 €/kk,"57,5 m²",kerrostalo
1085,ei sallittu,1957,tyydyttävä,1080.00,Kaksio,15110,540 €/kk,"49,5 m²",kerrostalo
1086,ei sallittu,1984,hyvä,1kk:n vuokran suuruinen,3 huonetta,90560,620 €/kk,66 m²,kerrostalo
1087,ei sallittu,1968,hyvä,1kk:n vuokran suuruinen,Yksiö,90150,480 €/kk,"22,5 m²",kerrostalo
1088,ei sallittu,1970,hyvä,2kk:n vuokran suuruinen,Kaksio,02620,740 €/kk,"46,5 m²",kerrostalo
1089,ei sallittu,2016,hyvä,Vuokranantajan tilille,Yksiö,01150,570 €/kk,"25,5 m²",kerrostalo
1090,ei sallittu,1999,hyvä,1kk:n vuokran suuruinen,Kaksio,90230,620 €/kk,"40,5 m²",kerrostalo
1091,ei sallittu,1909,hyvä,1 kk vuokra,Kaksio,30100,490 €/kk,54 m²,rivitalo
1092,ei sallittu,1976,hyvä,1260,Yksiö,01360,630 €/kk,34 m²,kerrostalo
1093,ei tiedossa,1964,hyvä,1260,Kaksio,57100,580 €/kk,"51,5 m²",kerrostalo
1094,ei sallittu,2014,hyvä,1260,3 huonetta,00560,1 915 €/kk,"74,5 m²",kerrostalo
1095,ei sallittu,1997,hyvä,1260,Kaksio,02660,929 €/kk,56 m²,kerrostalo
1096,ei sallittu,2017,hyvä,2080,3 huonetta,01700,1 040 €/kk,"59,5 m²",kerrostalo
1097,ei sallittu,2013,hyvä,614 €,Kaksio,03100,614 €/kk,"39,5 m²",kerrostalo
1098,ei sallittu,2000,hyvä,250 €,3 huonetta,90100,1 035 €/kk,72 m²,kerrostalo
1099,ei sallittu,1955,hyvä,250 €,Kaksio,33500,720 €/kk,"51,5 m²",kerrostalo
1100,ei sallittu,1955,ei luokiteltu,"505,00 e",Kaksio,70620,505 €/kk,52 m²,rivitalo
1101,ei sallittu,1956,hyvä,"1 070,00 e",Yksiö,33540,535 €/kk,32 m²,kerrostalo
1102,ei sallittu,2008,hyvä,"657,05",Kaksio,37600,"657,05 €/kk","48,4 m²",kerrostalo
1103,ei sallittu,1968,hyvä,0,3 huonetta,15550,"679,50 €/kk",76 m²,kerrostalo
1104,ei sallittu,2012,hyvä,0,Kaksio,00990,1 049 €/kk,45 m²,kerrostalo
1105,ei sallittu,2017,hyvä,neuvoteltavissa (2hlö takaus tai rahavakuus),Kaksio,60510,620 €/kk,"52,5 m²",luhtitalo
1106,ei sallittu,2008,hyvä,2200 €,5 +,65280,1 100 €/kk,191 m²,omakotitalo
1107,ei sallittu,1970,hyvä,€,Kaksio,11100,690 €/kk,56 m²,kerrostalo
1108,ei sallittu,2009,hyvä,1kk:n vuokra,3 huonetta,90530,"908,40 €/kk",83 m²,kerrostalo
1109,ei sallittu,2009,hyvä,1 kuukauden vuokra.,Kaksio,67200,"492,78 €/kk","57,5 m²",kerrostalo
1110,ei tiedossa,1971,hyvä,1 kuukauden vuokra.,Yksiö,00530,850 €/kk,"37,5 m²",kerrostalo
1111,ei tiedossa,1969,hyvä,2580.00,3 huonetta,02170,1 290 €/kk,78 m²,kerrostalo
1112,ei tiedossa,1973,hyvä,2160.00,Kaksio,00140,1 080 €/kk,44 m²,kerrostalo
1113,ei tiedossa,1973,hyvä,3580.00,5 +,00850,1 790 €/kk,161 m²,omakotitalo
1114,ei sallittu,2002,hyvä,3580.00,Kaksio,20540,750 €/kk,51 m²,kerrostalo
1115,ei sallittu,1972,hyvä,250 €,Kaksio,01620,966 €/kk,"55,5 m²",kerrostalo
1116,ei sallittu,1998,hyvä,250 €,Kaksio,70100,793 €/kk,56 m²,kerrostalo
1117,ei sallittu,1972,hyvä,250 €,3 huonetta,01620,1 055 €/kk,"74,5 m²",kerrostalo
1118,ei sallittu,2015,hyvä,250 €,Kaksio,01370,927 €/kk,48 m²,kerrostalo
1119,ei sallittu,1972,hyvä,250 €,3 huonetta,01620,1 105 €/kk,"74,5 m²",kerrostalo
1120,ei sallittu,1971,hyvä,250 €,Yksiö,01360,743 €/kk,32 m²,kerrostalo
1121,ei sallittu,2015,hyvä,250 €,Yksiö,01370,879 €/kk,43 m²,kerrostalo
1122,ei sallittu,1982,hyvä,1 kk vuokra,Yksiö,94200,395 €/kk,35 m²,kerrostalo
1123,ei sallittu,1936,hyvä,1 kk vuokra,Kaksio,00170,1 065 €/kk,32 m²,kerrostalo
1124,ei sallittu,1975,ei luokiteltu,628.00,3 huonetta,95420,628 €/kk,74 m²,kerrostalo
1125,ei sallittu,1997,ei luokiteltu,653.00,4 huonetta,90520,653 €/kk,88 m²,luhtitalo
1126,ei sallittu,2015,ei luokiteltu,1083.00,3 huonetta,05800,1 083 €/kk,"70,5 m²",kerrostalo
1127,ei sallittu,2016,hyvä,1 kk tai 350 € väh. vuoden sopimus,3 huonetta,04410,1 040 €/kk,"66,5 m²",kerrostalo
1128,ei sallittu,1973,hyvä,250€,Yksiö,90580,398 €/kk,"30,5 m²",kerrostalo
1129,ei sallittu,1973,hyvä,690 €,3 huonetta,96100,690 €/kk,"69,5 m²",kerrostalo
1130,ei sallittu,1939,hyvä,2780,Kaksio,00250,1 390 €/kk,63 m²,kerrostalo
1131,ei tiedossa,1973,ei luokiteltu,380.00,Yksiö,86300,380 €/kk,32 m²,kerrostalo
1132,ei tiedossa,1983,hyvä,430.00,Kaksio,63300,430 €/kk,47 m²,rivitalo
1133,ei tiedossa,1998,hyvä,1300.00,Kaksio,53900,660 €/kk,"49,5 m²",kerrostalo
1134,ei tiedossa,1980,hyvä,1300.00,Yksiö,01200,650 €/kk,"36,5 m²",kerrostalo
1135,ei tiedossa,1974,hyvä,1440.00,3 huonetta,15500,720 €/kk,71 m²,kerrostalo
1136,ei sallittu,1962,hyvä,0.00,3 huonetta,67100,660 €/kk,69 m²,kerrostalo
1137,ei sallittu,1962,hyvä,2kk/ sop.muk,Kaksio,11120,550 €/kk,53 m²,kerrostalo
1138,ei tiedossa,2015,hyvä,850,3 huonetta,13250,850 €/kk,77 m²,kerrostalo
1139,ei sallittu,2015,hyvä,1400 €,Kaksio,23500,1 400 €/kk,76 m²,kerrostalo
1140,ei sallittu,1961,tyydyttävä,2250,3 huonetta,13220,750 €/kk,75 m²,kerrostalo
1141,ei sallittu,2012,hyvä,noin yhden kuukauden vuokra,3 huonetta,33960,"1012,69 €/kk",77 m²,kerrostalo
1142,ei sallittu,1939,hyvä,1 kk vuokra,Kaksio,00250,920 €/kk,35 m²,kerrostalo
1143,ei sallittu,2013,hyvä,250 €,Kaksio,04200,924 €/kk,"54,5 m²",kerrostalo
1144,ei sallittu,1991,hyvä,250 €,Kaksio,04220,817 €/kk,"62,5 m²",kerrostalo
1145,ei sallittu,2012,hyvä,250 €,Kaksio,04200,884 €/kk,54 m²,kerrostalo
1146,ei sallittu,1959,tyydyttävä,2kk vuokraa vastaava summa,Kaksio,28100,510 €/kk,47 m²,kerrostalo
1147,ei sallittu,1975,hyvä,"1460,00",3 huonetta,21200,730 €/kk,"73,5 m²",kerrostalo
1148,ei sallittu,2010,hyvä,1kk:n vuokra,Kaksio,90530,630 €/kk,"44,5 m²",kerrostalo
1149,ei tiedossa,1992,hyvä,1kk:n vuokra,Kaksio,01600,850 €/kk,"44,5 m²",kerrostalo
1150,ei tiedossa,1974,hyvä,1kk:n vuokra,Kaksio,01620,800 €/kk,"52,5 m²",kerrostalo
1151,ei tiedossa,1960,tyydyttävä,880.00,Yksiö,48100,440 €/kk,"27,5 m²",kerrostalo
1152,ei tiedossa,1960,hyvä,1440.00,Yksiö,00320,720 €/kk,34 m²,kerrostalo
1153,ei tiedossa,1960,hyvä,1140.00,Kaksio,21200,570 €/kk,57 m²,kerrostalo
1154,ei tiedossa,1973,hyvä,2160.00,3 huonetta,01620,1 080 €/kk,"82,5 m²",kerrostalo
1155,ei tiedossa,1961,ei luokiteltu,1380.00,Yksiö,20100,690 €/kk,34 m²,kerrostalo
1156,ei sallittu,1961,ei luokiteltu,1140.00,Yksiö,20300,570 €/kk,35 m²,kerrostalo
1157,ei sallittu,2009,hyvä,1560.00,Kaksio,20810,780 €/kk,"49,5 m²",kerrostalo
1158,ei sallittu,1973,hyvä,1kk:n vuokran suuruinen,Yksiö,90250,440 €/kk,34 m²,kerrostalo
1159,ei sallittu,1973,hyvä,680 €,Kaksio,90100,680 €/kk,"48,5 m²",kerrostalo
1160,ei tiedossa,1955,ei luokiteltu,840.00e,Yksiö,20200,420 €/kk,26 m²,kerrostalo
1161,ei sallittu,2011,hyvä,900 €,3 huonetta,90100,900 €/kk,"66,5 m²",kerrostalo
1162,ei sallittu,1990,hyvä,900 €,Kaksio,96500,"531,73 €/kk",52 m²,kerrostalo
1163,ei sallittu,1956,hyvä,"695,00 e",3 huonetta,80100,695 €/kk,70 m²,kerrostalo
1164,ei sallittu,1973,hyvä,250 €,Yksiö,11910,551 €/kk,37 m²,kerrostalo
1165,ei sallittu,1970,tyydyttävä,2:n kk vuokra,Yksiö,53810,400 €/kk,"26,5 m²",kerrostalo
1166,ei tiedossa,1960,hyvä,2 kk,Yksiö,13110,395 €/kk,35 m²,kerrostalo
1167,ei sallittu,2017,ei luokiteltu,744.00,Yksiö,06100,744 €/kk,40 m²,kerrostalo
1168,ei sallittu,2016,hyvä,"1460,00 €",Kaksio,15210,730 €/kk,"59,5 m²",kerrostalo
1169,ei sallittu,1994,hyvä,2 kk vuokraa vastaava summa,Kaksio,20100,"629,66 €/kk","44,5 m²",kerrostalo
1170,ei sallittu,2002,hyvä,2 kk vuokraa vastaava summa,3 huonetta,90120,"825,39 €/kk","72,5 m²",kerrostalo
1171,ei sallittu,1996,hyvä,2 kk vuokraa vastaava summa,Kaksio,00180,"1278,35 €/kk","64,5 m²",kerrostalo
1172,ei sallittu,2002,hyvä,2 kk vuokraa vastaava summa,3 huonetta,90120,"766,43 €/kk","72,5 m²",kerrostalo
1173,ei sallittu,2014,hyvä,2 kk vuokraa vastaava summa,3 huonetta,00220,"1537,68 €/kk","80,5 m²",kerrostalo
1174,ei tiedossa,1974,hyvä,1 kk,3 huonetta,30300,525 €/kk,"76,5 m²",kerrostalo
1175,ei sallittu,1980,hyvä,1 560 €,Kaksio,33200,780 €/kk,"50,5 m²",kerrostalo
1176,ei sallittu,1980,hyvä,1 560 €,Kaksio,33200,780 €/kk,"50,5 m²",kerrostalo
1177,ei sallittu,1980,hyvä,1,Yksiö,30100,285 €/kk,30 m²,kerrostalo
1178,ei tiedossa,1980,hyvä,1 kk,Kaksio,30300,395 €/kk,58 m²,kerrostalo
1179,ei tiedossa,1980,hyvä,1 kk,Kaksio,30300,395 €/kk,58 m²,kerrostalo
1180,ei tiedossa,1974,hyvä,"1,5 kk",3 huonetta,05880,665 €/kk,75 m²,kerrostalo
1181,ei tiedossa,1974,hyvä,"1,5 kk",3 huonetta,05880,665 €/kk,75 m²,kerrostalo
1182,ei sallittu,1978,hyvä,5000,4 huonetta,00340,2 500 €/kk,"139,5 m²",rivitalo
1183,ei tiedossa,1995,hyvä,1 kk,3 huonetta,04200,895 €/kk,79 m²,kerrostalo
1184,ei tiedossa,1995,hyvä,1 kk,3 huonetta,04200,895 €/kk,79 m²,kerrostalo
1185,ei sallittu,1984,ei luokiteltu,360.00,Yksiö,32700,360 €/kk,34 m²,kerrostalo
1186,ei sallittu,1928,ei luokiteltu,1060.00,Kaksio,21530,530 €/kk,50 m²,puutalo-osake
1187,ei tiedossa,1973,ei luokiteltu,500 euroa,3 huonetta,00320,1 284 €/kk,80 m²,kerrostalo
1188,ei sallittu,2016,hyvä,2*kk-vuokra,Kaksio,36220,590 €/kk,"39,5 m²",kerrostalo
1189,ei tiedossa,1993,hyvä,2*kk-vuokra,3 huonetta,00180,1 450 €/kk,"75,5 m²",kerrostalo
1190,ei tiedossa,2014,ei luokiteltu,1320.00e,Kaksio,20100,660 €/kk,37 m²,kerrostalo
1191,ei sallittu,2016,hyvä,2*kk,Kaksio,33580,760 €/kk,53 m²,kerrostalo
1192,ei sallittu,1971,hyvä,360,Yksiö,15560,360 €/kk,31 m²,kerrostalo
1193,ei sallittu,1986,hyvä,"1,5 kk:n vuokra",Kaksio,80110,720 €/kk,"51,5 m²",kerrostalo
1194,ei sallittu,1952,hyvä,"1,5 kk:n vuokra",3 huonetta,00330,1 250 €/kk,75 m²,kerrostalo
1195,ei sallittu,1969,hyvä,250 €,3 huonetta,13500,787 €/kk,"74,5 m²",kerrostalo
1196,ei sallittu,2017,hyvä,250 €,3 huonetta,00390,1 299 €/kk,70 m²,kerrostalo
1197,ei tiedossa,1968,hyvä,450€,Kaksio,35300,450 €/kk,43 m²,kerrostalo
1198,ei sallittu,2017,hyvä,843,3 huonetta,33710,843 €/kk,63 m²,kerrostalo
1199,ei sallittu,2017,hyvä,555,Yksiö,33710,555 €/kk,"32,5 m²",kerrostalo
1200,ei tiedossa,2017,tyydyttävä,555,Yksiö,06100,1 322 €/kk,40 m²,kerrostalo
1201,ei tiedossa,2017,tyydyttävä,555,Yksiö,18150,1 403 €/kk,59 m²,kerrostalo
1202,ei tiedossa,2017,tyydyttävä,555,Yksiö,18130,0 €/kk,61 m²,kerrostalo
1203,ei tiedossa,2017,tyydyttävä,555,Yksiö,04230,901 €/kk,12 m²,omakotitalo
1204,ei tiedossa,2004,hyvä,555,Kaksio,02760,1 619 €/kk,51 m²,kerrostalo
1205,ei tiedossa,1991,tyydyttävä,555,3 huonetta,02650,2 114 €/kk,71 m²,kerrostalo
1206,ei tiedossa,2011,hyvä,555,Kaksio,01530,2 031 €/kk,"45,5 m²",kerrostalo
1207,ei tiedossa,1972,tyydyttävä,555,Yksiö,02150,1 492 €/kk,17 m²,erillistalo
1208,ei tiedossa,1972,tyydyttävä,555,Kaksio,45100,1 421 €/kk,55 m²,kerrostalo
1209,ei tiedossa,1972,hyvä,555,Kaksio,01530,2 031 €/kk,"47,5 m²",kerrostalo
1210,ei tiedossa,1972,tyydyttävä,555,Yksiö,15110,527 €/kk,18 m²,kerrostalo
1211,ei tiedossa,1984,tyydyttävä,555,Yksiö,01530,833 €/kk,10 m²,kerrostalo
1212,ei sallittu,1957,hyvä,1800 €,3 huonetta,33540,900 €/kk,"68,4 m²",kerrostalo
1213,ei sallittu,1957,hyvä,1800 €,3 huonetta,33540,900 €/kk,"68,4 m²",kerrostalo
1214,ei sallittu,2014,hyvä,250 €,Kaksio,04410,925 €/kk,"51,5 m²",kerrostalo
1215,ei sallittu,2014,hyvä,250 €,Kaksio,04410,877 €/kk,42 m²,kerrostalo
1216,ei sallittu,1998,hyvä,250 €,Kaksio,20100,735 €/kk,"49,5 m²",kerrostalo
1217,ei sallittu,1952,hyvä,250 €,Kaksio,20500,790 €/kk,55 m²,kerrostalo
1218,ei sallittu,1990,hyvä,"565,44",Kaksio,14700,"565,44 €/kk","57,5 m²",rivitalo
1219,ei tiedossa,1975,tyydyttävä,min. 1kk vuokraa vastaava summa,3 huonetta,29600,600 €/kk,62 m²,rivitalo
1220,ei sallittu,2017,hyvä,2 kk:n vuokra,Kaksio,00990,998 €/kk,54 m²,kerrostalo
1221,ei sallittu,1997,hyvä,2 kk:n vuokra,Kaksio,21200,765 €/kk,59 m²,kerrostalo
1222,ei tiedossa,1956,hyvä,1300.00,Kaksio,20100,650 €/kk,53 m²,kerrostalo
1223,ei tiedossa,1994,hyvä,2960.00,3 huonetta,00180,1 480 €/kk,80 m²,kerrostalo
1224,ei sallittu,1974,hyvä,"1.030,00",Kaksio,21110,515 €/kk,42 m²,kerrostalo
1225,ei sallittu,1988,tyydyttävä,"1.380,00",3 huonetta,21210,690 €/kk,75 m²,kerrostalo
1226,ei sallittu,1990,hyvä,920,Kaksio,35100,460 €/kk,61 m²,rivitalo
1227,ei sallittu,2011,hyvä,1 680 €,Kaksio,33100,840 €/kk,"42,5 m²",kerrostalo
1228,ei sallittu,2011,hyvä,1 680 €,Kaksio,33100,840 €/kk,"42,5 m²",kerrostalo
1229,ei tiedossa,1969,tyydyttävä,1 680 €,4 huonetta,07900,720 €/kk,85 m²,kerrostalo
1230,ei sallittu,2018,hyvä,2 kuukauden vuokra,Yksiö,90520,695 €/kk,"27,5 m²",kerrostalo
1231,ei sallittu,2018,hyvä,2 kuukauden vuokra,Yksiö,90520,695 €/kk,"27,5 m²",kerrostalo
1232,ei sallittu,2011,hyvä,2*kk-vuokra,3 huonetta,37120,780 €/kk,65 m²,kerrostalo
1233,ei sallittu,1987,hyvä,2 kk,Yksiö,02650,690 €/kk,31 m²,kerrostalo
1234,ei sallittu,1989,tyydyttävä,2/kk,Kaksio,33240,626 €/kk,36 m²,luhtitalo
1235,ei sallittu,1911,hyvä,kahden kuukauden vuokra,Yksiö,00500,890 €/kk,36 m²,kerrostalo
1236,ei sallittu,2010,hyvä,3 kk:n vuokraa vastaava vakuus,3 huonetta,33230,1 250 €/kk,77 m²,kerrostalo
1237,ei sallittu,1965,hyvä,1640 eur,3 huonetta,65100,820 €/kk,69 m²,kerrostalo
1238,ei sallittu,1977,hyvä,"990,00 e",Yksiö,40640,495 €/kk,43 m²,kerrostalo
1239,ei sallittu,1968,hyvä,"1 200,00 e",Yksiö,33230,600 €/kk,29 m²,kerrostalo
1240,ei sallittu,1929,hyvä,2kk vuokra,Kaksio,00100,1 250 €/kk,"53,5 m²",kerrostalo
1241,ei sallittu,1929,hyvä,1560,Kaksio,00940,780 €/kk,46 m²,kerrostalo
1242,ei tiedossa,2013,hyvä,1230.00,Yksiö,33800,615 €/kk,"34,5 m²",luhtitalo
1243,ei tiedossa,1674,hyvä,940.00,Yksiö,05880,470 €/kk,30 m²,kerrostalo
1244,ei tiedossa,1938,hyvä,2100.00,Yksiö,00250,1 050 €/kk,53 m²,kerrostalo
1245,ei sallittu,1926,hyvä,1700,Yksiö,00180,850 €/kk,"31,5 m²",kerrostalo
1246,ei sallittu,1926,ei luokiteltu,"880,00 e",Yksiö,20320,440 €/kk,30 m²,kerrostalo
1247,ei sallittu,1926,ei luokiteltu,"880,00 e",3 huonetta,40270,"886,56 €/kk",80 m²,kerrostalo
1248,ei tiedossa,2002,hyvä,850,3 huonetta,33300,"833,21 €/kk",84 m²,luhtitalo
1249,ei tiedossa,1990,hyvä,740,4 huonetta,33580,"898,24 €/kk","84,5 m²",luhtitalo
1250,ei sallittu,2000,hyvä,250.00,Kaksio,80170,686 €/kk,"57,5 m²",erillistalo
1251,ei sallittu,2004,hyvä,250,Yksiö,90580,494 €/kk,46 m²,kerrostalo
1252,ei tiedossa,1998,hyvä,670.00,Kaksio,65100,670 €/kk,54 m²,kerrostalo
1253,ei sallittu,2012,hyvä,noin yhden kuukauden vuokra,Kaksio,33960,"723,90 €/kk","56,5 m²",kerrostalo
1254,ei sallittu,1987,hyvä,500,4 huonetta,40640,330 €/kk,82 m²,kerrostalo
1255,ei sallittu,1987,hyvä,"720,00 e",Yksiö,20540,360 €/kk,20 m²,omakotitalo
1256,ei sallittu,1987,hyvä,"1 160,00 e",Yksiö,20700,580 €/kk,30 m²,kerrostalo
1257,ei sallittu,1962,tyydyttävä,1260 €,Kaksio,40100,630 €/kk,50 m²,kerrostalo
1258,ei sallittu,2017,hyvä,1 kk vuokra,Kaksio,20720,804 €/kk,47 m²,kerrostalo
1259,ei tiedossa,1975,hyvä,1 kk vuokra,3 huonetta,94100,590 €/kk,"78,5 m²",kerrostalo
1260,ei sallittu,1957,hyvä,850,Kaksio,20810,830 €/kk,57 m²,kerrostalo
1261,ei sallittu,2015,hyvä,2kk,Yksiö,28100,510 €/kk,30 m²,kerrostalo
1262,ei sallittu,1981,hyvä,1kk:n vuokran suuruinen,3 huonetta,90570,665 €/kk,77 m²,kerrostalo
1263,ei sallittu,1978,hyvä,1kk:n vuokran suuruinen,Kaksio,90570,550 €/kk,"51,5 m²",kerrostalo
